0	10	0.025	0.25	146.803
1	10	0.05	0.5	146.803
2	10	0.075	0.75	146.803
3	10	0.1	1	146.803
4	10	0.125	1.25	146.803
5	10	0.15	1.5	146.803
6	10	0.175	1.75	146.803
7	10	0.2	2	146.803
8	10	0.225	2.25	146.803
9	10	0.25	2.5	146.803
10	10	0.275	2.75	146.803
11	10	0.3	3	146.803
12	10	0.325	3.25	146.803
13	10	0.35	3.5	146.803
14	10	0.375	3.75	146.803
15	10	0.4	4	146.803
16	10	0.425	4.25	146.803
17	10	0.45	4.5	146.803
18	10	0.475	4.75	146.803
19	10	0.5	5	146.803
20	10	0.525	5.25	146.803
21	10	0.55	5.5	146.803
22	10	0.575	5.75	146.803
23	10	0.6	6	146.803
24	10	0.625	6.25	146.803
25	10	0.65	6.5	146.803
26	10	0.675	6.75	146.803
27	10	0.7	7	146.803
28	10	0.725	7.25	146.803
29	10	0.75	7.5	146.803
30	10	0.775	7.75	146.803
31	10	0.8	8	146.803
32	10	0.825	8.25	146.803
33	10	0.85	8.5	146.803
34	10	0.875	8.75	146.803
35	10	0.9	9	146.803
36	10	0.925	9.25	146.803
37	10	0.95	9.5	146.803
38	10	0.975	9.75	146.803
39	10	1	10	146.803
40	10	1.025	10.25	146.803
41	10	1.05	10.5	146.803
42	10	1.075	10.75	146.803
43	10	1.1	11	146.803
44	10	1.125	11.25	146.803
45	10	1.15	11.5	146.803
46	10	1.175	11.75	146.803
47	10	1.2	12	146.803
48	10	1.225	12.25	146.803
49	10	1.25	12.5	146.803
50	10	1.275	12.75	146.803
51	10	1.3	13	146.803
52	10	1.325	13.25	146.803
53	10	1.35	13.5	146.803
54	10	1.375	13.75	146.803
55	10	1.4	14	146.803
56	10	1.425	14.25	146.803
57	10	1.45	14.5	146.803
58	10	1.475	14.75	146.803
59	10	1.5	15	146.803
60	10	1.525	15.25	146.803
61	10	1.55	15.5	146.803
62	10	1.575	15.75	146.803
63	10	1.6	16	146.803
64	10	1.625	16.25	146.803
65	10	1.65	16.5	146.803
66	10	1.675	16.75	146.803
67	10	1.7	17	146.803
68	10	1.725	17.25	146.803
69	10	1.75	17.5	146.803
70	10	1.775	17.75	146.803
71	10	1.8	18	146.803
72	10	1.825	18.25	146.803
73	10	1.85	18.5	146.803
74	10	1.875	18.75	146.803
75	10	1.9	19	146.803
76	10	1.925	19.25	146.803
77	10	1.95	19.5	146.803
78	10	1.975	19.75	146.803
79	10	2	20	146.803
80	10	2.025	20.25	146.803
81	10	2.05	20.5	146.803
82	10	2.075	20.75	146.803
83	10	2.1	21	146.803
84	10	2.125	21.25	146.803
85	10	2.15	21.5	146.803
86	10	2.175	21.75	146.803
87	10	2.2	22	146.803
88	10	2.225	22.25	146.803
89	10	2.25	22.5	146.803
90	10	2.275	22.75	146.803
91	10	2.3	23	146.803
92	10	2.325	23.25	146.803
93	10	2.35	23.5	146.803
94	10	2.375	23.75	146.803
95	10	2.4	24	146.803
96	10	2.425	24.25	146.803
97	10	2.45	24.5	146.803
98	10	2.475	24.75	146.803
99	10	2.5	25	146.803
100	10	2.525	25.25	146.803
101	10	2.55	25.5	146.803
102	10	2.575	25.75	146.803
103	10	2.6	26	146.803
104	10	2.625	26.25	146.803
105	10	2.65	26.5	146.803
106	10	2.675	26.75	146.803
107	10	2.7	27	146.803
108	10	2.725	27.25	146.803
109	10	2.75	27.5	146.803
110	10	2.775	27.75	146.803
111	10	2.8	28	146.803
112	10	2.825	28.25	146.803
113	10	2.85	28.5	146.803
114	10	2.875	28.75	146.803
115	10	2.9	29	146.803
116	10	2.925	29.25	146.803
117	10	2.95	29.5	146.803
118	10	2.975	29.75	146.803
119	10	3	30	146.803
120	10	3.025	30.25	146.803
121	10	3.05	30.5	146.803
122	10	3.075	30.75	146.803
123	10	3.1	31	146.803
124	10	3.125	31.25	146.803
125	10	3.15	31.5	146.803
126	10	3.175	31.75	146.803
127	10	3.2	32	146.803
128	10	3.225	32.25	146.803
129	10	3.25	32.5	146.803
130	10	3.275	32.75	146.803
131	10	3.3	33	146.803
132	10	3.325	33.25	146.803
133	10	3.35	33.5	146.803
134	10	3.375	33.75	146.803
135	10	3.4	34	146.803
136	10	3.425	34.25	146.803
137	10	3.45	34.5	146.803
138	10	3.475	34.75	146.803
139	10	3.5	35	146.803
140	10	3.525	35.25	146.803
141	10	3.55	35.5	146.803
142	10	3.575	35.75	146.803
143	10	3.6	36	146.803
144	10	3.625	36.25	146.803
145	10	3.65	36.5	146.803
146	10	3.675	36.75	146.803
147	10	3.7	37	146.803
148	10	3.725	37.25	146.803
149	10	3.75	37.5	146.803
150	10	3.775	37.75	146.803
151	10	3.8	38	146.803
152	10	3.825	38.25	146.803
153	10	3.85	38.5	146.803
154	10	3.875	38.75	146.803
155	10	3.9	39	146.803
156	10	3.925	39.25	146.803
157	10	3.95	39.5	146.803
158	10	3.975	39.75	146.803
159	10	4	40	146.803
160	10	4.025	40.25	146.803
161	10	4.05	40.5	146.803
162	10	4.075	40.75	146.803
163	10	4.1	41	146.803
164	10	4.125	41.25	146.803
165	10	4.15	41.5	146.803
166	10	4.175	41.75	146.803
167	10	4.2	42	146.803
168	10	4.225	42.25	146.803
169	10	4.25	42.5	146.803
170	10	4.275	42.75	146.803
171	10	4.3	43	146.803
172	10	4.325	43.25	146.803
173	10	4.35	43.5	146.803
174	10	4.375	43.75	146.803
175	10	4.4	44	146.803
176	10	4.425	44.25	146.803
177	10	4.45	44.5	146.803
178	10	4.475	44.75	146.803
179	10	4.5	45	146.803
180	10	4.525	45.25	146.803
181	10	4.55	45.5	146.803
182	10	4.575	45.75	146.803
183	10	4.6	46	146.803
184	10	4.625	46.25	146.803
185	10	4.65	46.5	146.803
186	10	4.675	46.75	146.803
187	10	4.7	47	146.803
188	10	4.725	47.25	146.803
189	10	4.75	47.5	146.803
190	10	4.775	47.75	146.803
191	10	4.8	48	146.803
192	10	4.825	48.25	146.803
193	10	4.85	48.5	146.803
194	10	4.875	48.75	146.803
195	10	4.9	49	146.803
196	10	4.925	49.25	146.803
197	10	4.95	49.5	146.803
198	10	4.975	49.75	146.803
199	10	5	50	146.803
200	10	5.025	50.25	146.803
201	10	5.05	50.5	146.803
202	10	5.075	50.75	146.803
203	10	5.1	51	146.803
204	10	5.125	51.25	146.803
205	10	5.15	51.5	146.803
206	10	5.175	51.75	146.803
207	10	5.2	52	146.803
208	10	5.225	52.25	146.803
209	10	5.25	52.5	146.803
210	10	5.275	52.75	146.803
211	10	5.3	53	146.803
212	10	5.325	53.25	146.803
213	10	5.35	53.5	146.803
214	10	5.375	53.75	146.803
215	10	5.4	54	146.803
216	10	5.425	54.25	146.803
217	10	5.45	54.5	146.803
218	10	5.475	54.75	146.803
219	10	5.5	55	146.803
220	10	5.525	55.25	146.803
221	10	5.55	55.5	146.803
222	10	5.575	55.75	146.803
223	10	5.6	56	146.803
224	10	5.625	56.25	146.803
225	10	5.65	56.5	146.803
226	10	5.675	56.75	146.803
227	10	5.7	57	146.803
228	10	5.725	57.25	146.803
229	10	5.75	57.5	146.803
230	10	5.775	57.75	146.803
231	10	5.8	58	146.803
232	10	5.825	58.25	146.803
233	10	5.85	58.5	146.803
234	10	5.875	58.75	146.803
235	10	5.9	59	146.803
236	10	5.925	59.25	146.803
237	10	5.95	59.5	146.803
238	10	5.975	59.75	146.803
239	10	6	60	146.803
240	10	6.025	60.25	146.803
241	10	6.05	60.5	146.803
242	10	6.075	60.75	146.803
243	10	6.1	61	146.803
244	10	6.125	61.25	146.803
245	10	6.15	61.5	146.803
246	10	6.175	61.75	146.803
247	10	6.2	62	146.803
248	10	6.225	62.25	146.803
249	10	6.25	62.5	146.803
250	10	6.275	62.75	146.803
251	10	6.3	63	146.803
252	10	6.325	63.25	146.803
253	10	6.35	63.5	146.803
254	10	6.375	63.75	146.803
255	10	6.4	64	146.803
256	10	6.425	64.25	146.803
257	10	6.45	64.5	146.803
258	10	6.475	64.75	146.803
259	10	6.5	65	146.803
260	10	6.525	65.25	146.803
261	10	6.55	65.5	146.803
262	10	6.575	65.75	146.803
263	10	6.6	66	146.803
264	10	6.625	66.25	146.803
265	10	6.65	66.5	146.803
266	10	6.675	66.75	146.803
267	10	6.7	67	146.803
268	10	6.725	67.25	146.803
269	10	6.75	67.5	146.803
270	10	6.775	67.75	146.803
271	10	6.8	68	146.803
272	10	6.825	68.25	146.803
273	10	6.85	68.5	146.803
274	10	6.875	68.75	146.803
275	10	6.9	69	146.803
276	10	6.925	69.25	146.803
277	10	6.95	69.5	146.803
278	10	6.975	69.75	146.803
279	10	7	70	146.803
280	10	7.025	70.25	146.803
281	10	7.05	70.5	146.803
282	10	7.075	70.75	146.803
283	10	7.1	71	146.803
284	10	7.125	71.25	146.803
285	10	7.15	71.5	146.803
286	10	7.175	71.75	146.803
287	10	7.2	72	146.803
288	10	7.225	72.25	146.803
289	10	7.25	72.5	146.803
290	10	7.275	72.75	146.803
291	10	7.3	73	146.803
292	10	7.325	73.25	146.803
293	10	7.35	73.5	146.803
294	10	7.375	73.75	146.803
295	10	7.4	74	146.803
296	10	7.425	74.25	146.803
297	10	7.45	74.5	146.803
298	10	7.475	74.75	146.803
299	10	7.5	75	146.803
300	10	7.525	75.25	146.803
301	10	7.55	75.5	146.803
302	10	7.575	75.75	146.803
303	10	7.6	76	146.803
304	10	7.625	76.25	146.803
305	10	7.65	76.5	146.803
306	10	7.675	76.75	146.803
307	10	7.7	77	146.803
308	10	7.725	77.25	146.803
309	10	7.75	77.5	146.803
310	10	7.775	77.75	146.803
311	10	7.8	78	146.803
312	10	7.825	78.25	146.803
313	10	7.85	78.5	146.803
314	10	7.875	78.75	146.803
315	10	7.9	79	146.803
316	10	7.925	79.25	146.803
317	10	7.95	79.5	146.803
318	10	7.975	79.75	146.803
319	10	8	80	146.803
320	10	8.025	80.25	146.803
321	10	8.05	80.5	146.803
322	10	8.075	80.75	146.803
323	10	8.1	81	146.803
324	10	8.125	81.25	146.803
325	10	8.15	81.5	146.803
326	10	8.175	81.75	146.803
327	10	8.2	82	146.803
328	10	8.225	82.25	146.803
329	10	8.25	82.5	146.803
330	10	8.275	82.75	146.803
331	10	8.3	83	146.803
332	10	8.325	83.25	146.803
333	10	8.35	83.5	146.803
334	10	8.375	83.75	146.803
335	10	8.4	84	146.803
336	10	8.425	84.25	146.803
337	10	8.45	84.5	146.803
